titre_initiative,resume_initiative,tag_besoin_niv1_code,tag_besoin_niv2_code,tag_produit_niv1_code,tag_produit_niv2_code,tag_structure_niv1_code,nom_structure,url_initiative,contact_mail,contact_tel,materiel_utilise,machine_utilisee,capacite_production,version,adresse,code_postal,ville,pays,url_illustration,commentaires,source,est_actif,langue,auteur_data,validation,notes_validation,a_publier,date_maj
Renault Creative Lab TCR,"3 ultimaker 2+
 1Makerboot Z18
 2 Prusa i3",NUMERIQUE,,DIY,,ENTREPRISE,,https://group.renault.com/,sylvie.lottin@renault.com,,FDM,"3 ultimaker 2+
 1Makerboot Z18
 2 Prusa i3",,,,,Guyancourt,France,,"3 ultimaker 2+
 1Makerboot Z18
 2 Prusa i3",https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,NON,30/04/2020
XBV design,Designer produit et modeleur 3D solidworks & blender,NUMERIQUE,,DIY,,ENTREPRISE,,,xbv@hotmail.fr,0687100648,,Designer produit et modeleur 3D solidworks & blender,,,,,Rambouillet,France,,Designer produit et modeleur 3D solidworks & blender,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,NON,30/04/2020
Beta Lab ; Lab'telier,2 flash forge finder ; 1 decoupeuse laser speedy 100,NUMERIQUE,,DIY,,ENTREPRISE,,http://betalab.labetapi.fr/doku.php,info@labetapi.fr,0668328444,Pla  Abs,2 flash forge finder ; 1 decoupeuse laser speedy 100,,,,,Melle,France,,2 flash forge finder ; 1 decoupeuse laser speedy 100,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,NON,30/04/2020
VRAI Studio,Ultimaker S5  Flashforge Creator Pro  Flashforge finder,NUMERIQUE,,DIY,,ENTREPRISE,,http://vrai-studio.com,contact@vrai-studio.com,0652894502,FDM,Ultimaker S5  Flashforge Creator Pro  Flashforge finder,,,,,Albi,France,,Ultimaker S5  Flashforge Creator Pro  Flashforge finder,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,NON,30/04/2020
WeAre Additive, 6 machines,NUMERIQUE,,DIY,,ENTREPRISE,,,antoine.jary@prismadd.com,0619350939,FDM & SLS, 6 machines,,,,,Montauban,France,, 6 machines,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,NON,30/04/2020
Youbot (France),"Raise 3D PRo2
Flashforge Creator Pro",NUMERIQUE,,DIY,,ENTREPRISE,,,hcs@youbot.fr,0680116551,FDM,"Raise 3D PRo2
Flashforge Creator Pro",,,,,https://www.weare-aerospace.com/fr/additive-fr/,France,,"Raise 3D PRo2
Flashforge Creator Pro",https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,NON,30/04/2020
Evolutia,1 SLA Formlabs Form 2,NUMERIQUE,,DIY,,ENTREPRISE,,,fabrication@evolutia.fr,0620165099,SLA,1 SLA Formlabs Form 2,,,,,https://www.weare-aerospace.com/fr/additive-fr/,France,,1 SLA Formlabs Form 2,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,NON,30/04/2020
Lab Ouest,4 PRUSA MK3S + Réseau de Makers,NUMERIQUE,,DIY,,ENTREPRISE,,www.lab-ouest.org,contact@lab-ouest.org,,FDM,4 PRUSA MK3S + Réseau de Makers,,,,,La Roche-sur-Yon,France,,4 PRUSA MK3S + Réseau de Makers,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,NON,30/04/2020
Marcoleptic Artisan Numérique.,1 imprimante3D+ (au besoin découpe laser),NUMERIQUE,,DIY,,ENTREPRISE,,www.marcoleptic.fr,marcellin@marcoleptic.fr,,FDM/SLA/Lasercut,1 imprimante3D+ (au besoin découpe laser),,,,,POITIERS,France,,1 imprimante3D+ (au besoin découpe laser),https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,NON,30/04/2020
Institut Bilogie de Poitiers,Raise N2+ ,NUMERIQUE,,DIY,,ENTREPRISE,,,denis.couratin@univ-poitiers.fr,,FDM,Raise N2+ ,,,,,Poitiers,France,,Raise N2+ ,,,,JPy,,,NON,
AEROCAPTURE TECHNOLOGIE,Dagom + ender 3 pro + creabot d600 pro + Bigfoot dx + Tianfour t280,NUMERIQUE,,DIY,,ENTREPRISE,,,erenati.robert@orange.fr,0549011092,FDM + RESINE,Dagom + ender 3 pro + creabot d600 pro + Bigfoot dx + Tianfour t280,,,,,Chapelle vivers,,,Dagom + ender 3 pro + creabot d600 pro + Bigfoot dx + Tianfour t280,,,,JPy,,,NON,
Tiers lieu mélusine,3 FDM + réseau de makers,NUMERIQUE,,DIY,,ENTREPRISE,,,collectifmelusine@orange.fr,0643522265,FDM,3 FDM + réseau de makers,,,,,Cloué,,,3 FDM + réseau de makers,,,,JPy,,,NON,
SAI3D,FDM Prusa i3 MK2S                                                             FDM Prusa i3 MK3S+MultiMaterialUnit 2S,NUMERIQUE,,DIY,,ENTREPRISE,,https://sai3d.fr/,sai3d86@gmail.com,0766022718,FDM,FDM Prusa i3 MK2S                                                             FDM Prusa i3 MK3S+MultiMaterialUnit 2S,,,,,Valence en Poitou,,,FDM Prusa i3 MK2S                                                             FDM Prusa i3 MK3S+MultiMaterialUnit 2S,,,,JPy,,,NON,
Addidream,1 EOS P396 Frittage poudre polyamide pa12  Eos M290 poudre métallique inox 17 4 ph,NUMERIQUE,,DIY,,ENTREPRISE,,Www.addidream.com,clement.muhle@addidream.fr,0626437066,Sls et Slm,1 EOS P396 Frittage poudre polyamide pa12  Eos M290 poudre métallique inox 17 4 ph,,,,,Limoges ,,,1 EOS P396 Frittage poudre polyamide pa12  Eos M290 poudre métallique inox 17 4 ph,,,,JPy,,,NON,
KAIROS Solutions 3D,Raise3D N2+  Zortrax M200  Flashforge Adventurer+Finder  Dagoma Discoeasy  Wanhao D7 / modélisation numérisation impression 3D,NUMERIQUE,,DIY,,ENTREPRISE,,www.kairossolutions3d.com,martial.marie@kairossolutions3d.com,0614527743,FDM / DLP,Raise3D N2+  Zortrax M200  Flashforge Adventurer+Finder  Dagoma Discoeasy  Wanhao D7 / modélisation numérisation impression 3D,,,,,Limoges ,,,Raise3D N2+  Zortrax M200  Flashforge Adventurer+Finder  Dagoma Discoeasy  Wanhao D7 / modélisation numérisation impression 3D,,,,JPy,,,NON,
Fablab LCube,1 Tiertime UP BOX  3 UP mini  fraiseuse numérique 3000x2000mm  fraiseuse numérique 800x600mm,NUMERIQUE,,DIY,,ENTREPRISE,,https://www.fab-l3.org,contact@fab-l3.org,0664193500,FDM,1 Tiertime UP BOX  3 UP mini  fraiseuse numérique 3000x2000mm  fraiseuse numérique 800x600mm,,,,,Limoges,,,1 Tiertime UP BOX  3 UP mini  fraiseuse numérique 3000x2000mm  fraiseuse numérique 800x600mm,,,,JPy,,,OUI,
Makers contre le COVID 87&23,parc de machines chez des particuliers,NUMERIQUE,,DIY,,ENTREPRISE,,https://www.facebook.com/groups/2766163170157668/,https://www.facebook.com/groups/2766163170157668/,https://www.facebook.com/groups/2766163170157668/,FDM,parc de machines chez des particuliers,,,,,Limoges,,,parc de machines chez des particuliers,,,,JPy,,,OUI,
CIRTES,"Procédés FA disponibles  un parc de 25 machines : Stratoconception (bois  polymère  métal)   Stéréolithographie (SLA) Fused Deposition Modeling (FDM)  Jet de matériaux  Pack & Strat  LOM  Frittage Sélectif Laser (SLS) Polymère  SLS Sable  SLS Métal  DMLS Métal
 - Matériaux tendres (polymères  mousses  bois  aluminium)
 - Matériaux durs (aluminium et aciers)
 Courses des machines : de 210 x 300 x 300 à 2 000 x 3 000 x 3 000 mm (pièces grandes dimensions).",NUMERIQUE,,DIY,,ENTREPRISE,,www.cirtes.fr,claude.barlier@cirtes.fr,0329551171,STRATO / SLS / SLA / FDM / DMLS,"Procédés FA disponibles  un parc de 25 machines : Stratoconception (bois  polymère  métal)   Stéréolithographie (SLA) Fused Deposition Modeling (FDM)  Jet de matériaux  Pack & Strat  LOM  Frittage Sélectif Laser (SLS) Polymère  SLS Sable  SLS Métal  DMLS Métal
 - Matériaux tendres (polymères  mousses  bois  aluminium)
 - Matériaux durs (aluminium et aciers)
 Courses des machines : de 210 x 300 x 300 à 2 000 x 3 000 x 3 000 mm (pièces grandes dimensions).",,,,,Saint-Dié-des-Voges,,,"Procédés FA disponibles  un parc de 25 machines : Stratoconception (bois  polymère  métal)   Stéréolithographie (SLA) Fused Deposition Modeling (FDM)  Jet de matériaux  Pack & Strat  LOM  Frittage Sélectif Laser (SLS) Polymère  SLS Sable  SLS Métal  DMLS Métal
 - Matériaux tendres (polymères  mousses  bois  aluminium)
 - Matériaux durs (aluminium et aciers)
 Courses des machines : de 210 x 300 x 300 à 2 000 x 3 000 x 3 000 mm (pièces grandes dimensions).",,,,JPy,,,OUI,
BV PROTO,1 EOS M270 - 1 EOS M280 - Modélisation 3D,NUMERIQUE,,DIY,,ENTREPRISE,,www.bvproto.eu,alexis.vion@bvproto.eu,0683462475,SLM,1 EOS M270 - 1 EOS M280 - Modélisation 3D,,,,,Sevenans,,,1 EOS M270 - 1 EOS M280 - Modélisation 3D,,,,,,,,
Pangloss Labs,,NUMERIQUE,PROTECTION,DIY/FABLAB,-,ENTREPRISE,,https://panglosslabs.org/,Paul Bristow / Guillaume Cabri,04 50 59 07 83 ,,,,,12bis Residence Joseph Boisson  Rue de Gex  01210 Ferney-Voltaire  France,,Ferney-Voltaire,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
LAB01,,NUMERIQUE,PROTECTION,DIY/FABLAB,,ENTREPRISE,,http://www.lab01.fr/,Isabelle Radtke,No Phone,,,,,46-48 Rue Gustave Noblemaire  01500 Ambérieu-en-Bugey  France,,Ambérieu-en-Bugey,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
Atallier,,NUMERIQUE,PROTECTION,DIY/FABLAB,,ENTREPRISE,,https://atallier.eu/,Ludovic Leblanc,09 62 59 93 47,,,,,40 Cours de Bercy  03000 Moulins  France,,Moulins,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
Ecocentre varennes,,NUMERIQUE,PROTECTION,DIY/FABLAB,,ENTREPRISE,,https://www.varennes-ecocentre.fr/fablab/,Matthieu Dupont,04 43 50 00 25,,,,,23 Rue Marius Courteix  03150 Varennes-sur-Allier  France,,Varennes-sur-allier,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
Bocage numérique (Le Maziers),,NUMERIQUE,PROTECTION,DIY/FABLAB,,ENTREPRISE,,https://www.facebook.com/lemazier.bocagenumerique/,Charline Lavenue,,,,,,19 Rue de la République  03160 Bourbon-l'Archambault  France,,Bourbon-l'Archambault,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
FabLab Lapalisse,,NUMERIQUE,PROTECTION,DIY/FABLAB,,ENTREPRISE,,https://www.fablablapalisse.fr/,Marjolaine,04 43 50 00 25,,,,,26 Rue Winston Churchill  03120 Lapalisse  France,,Lapalisse,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
Caplab,,NUMERIQUE,PROTECTION,DIY/FABLAB,,ENTREPRISE,,https://caplab07.fr/,Jean-Marc BLANCHARD,06 30 20 24 11,,,,,10 Boulevard de Lancelot  07000 Privas  France,,Privas,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
La Fabritech,,NUMERIQUE,PROTECTION,DIY/FABLAB,,ENTREPRISE,,https://la-fabritech.fr/,Yvan MADEC,0781615503,,,,,Pôleyrieux  Aric Industrie  07160 Le Cheylard  France,,Le Cheylard,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
Cocotte Numérique,,NUMERIQUE,PROTECTION,DIY/FABLAB,,ENTREPRISE,,http://www.cocotte-numerique.fr/,Kevin Goubault,07 70 16 39 86,,,,,4 Rue du Faubourg Notre Dame  15300 Murat  France,,Murat,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
La Forge,,NUMERIQUE,PROTECTION,DIY/FABLAB,,ENTREPRISE,,https://www.coworking-aurillac.fr/,(pas de référent),04 71 49 98 68,,,,,17b chemin du Bousquet  15000 Aurillac,,Aurillac,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
8 Fablab,,NUMERIQUE,PROTECTION,DIY/FABLAB,,ENTREPRISE,,https://www.8fablab.fr/,Maryline Chasles,04 75 55 14 78,,,,,Rue Courre Commere  26400 Crest  France,,Crest,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
Convergences 26,,NUMERIQUE,PROTECTION,DIY/FABLAB,,ENTREPRISE,,http://www.convergences26.fr/,Claude Charay,06 15 78 22 74,,,,,2 Place Léopold Blanc Anciennement  place du chapeau rouge  26200 Montélimar  France,,Montélimar,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
Le Repère,,NUMERIQUE,PROTECTION,DIY/FABLAB,,ENTREPRISE,,https://le-repere-nyons.org/,Vincent Rochatte    ,,,,,,Rue des Réformés  26110 Nyons  France,,Nyons,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
Lycée Algoud Laffemas,,NUMERIQUE,PROTECTION,DIY/FABLAB,,ENTREPRISE,,,Michel Sage,06 76 49 42 51,,,,,37-39 rue Barthélémy de Laffemas BP 26,,Valence CEDEX 9,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
La Casemate,,NUMERIQUE,PROTECTION,DIY/FABLAB,,ENTREPRISE,,https://lacasemate.fr/,Yoanna Nowicki,04 76 44 88 76 / 06 52 86 25 05,,,,,2 Place Saint-Laurent  38000 Grenoble  France ,,Grenoble,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
BIDULAB,,NUMERIQUE,PROTECTION,DIY/FABLAB,,ENTREPRISE,,https://www.mjc-mpt-gresivaudan.fr/activites/bidulab-atelier-numerique-creatif/?fbclid=IwAR1olnHpXNk9LRSpf8qS9DFxrn_5_vEkEbPAiBjDoaDZFtbpzUxGgDQ9bZo,Bruno Plattard,,,,,,209 Chemin de la Grivelière   Biviers,,Biviers,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
Luz’in,,NUMERIQUE,PROTECTION,DIY/FABLAB,,ENTREPRISE,,http://www.luzin.net/,Julia Sorlin,,,,,,3  rue des Muriers – ZA de Rhodes  38110 LA TOUR DU PIN,,La Tour-du-Pin,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
CNRS LIG,,NUMERIQUE,PROTECTION,DIY/FABLAB,,ENTREPRISE,,https://www.liglab.fr/,,04 57 42 14 00,,,,,Bâtiment IMAG - 700 avenue Centrale - Domaine Universitaire,,Saint-Martin-d'Hères,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
Chantier Libre,,NUMERIQUE,PROTECTION,DIY/FABLAB,,ENTREPRISE,,https://www.chantierlibre.org/,Matthieu Dupont,04 77 62 63 08,,,,,Place de la Gare  42123 Saint-Cyr-de-Favières  France,,Saint-Cyr-de-Favières,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
FabLab Rive-de-Gier,,NUMERIQUE,PROTECTION,DIY/FABLAB,,ENTREPRISE,,http://cyberespace.rivedegier.fr/,SERVANT Guillaume,04 77 83 07 59,,,,,Square Marcel Paul42800 Rive-de-Gier  France,,Rive-de-Gier,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
OpenFactory 42,,NUMERIQUE,PROTECTION,DIY/FABLAB,,ENTREPRISE,,https://www.openfactory42.org/,Michaël Poncet,"09 80 33 00 99
04 77 93 32 26",,,,,1 Rue Jean Rechatin42000 Saint-Étienne  France,,St-Etienne,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
Espace d'innovation numérique,,NUMERIQUE,PROTECTION,DIY/FABLAB,,ENTREPRISE,,http://www.fablabroannaisagglomeration.fr,Stéphanie Pawlowski,04 77 23 78 58,,,,,7 Places des Minimes  42300 Roanne  France,,Roanne,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
FabDesir,,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,http://fabdesir.fr/,,09 80 40 17 99,,,,,Place de la Gare  42123 Saint-Cyr-de-Favières  France,,St Didier sur Rochefort,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
Lab du Pensio,,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,https://www.paysvelay.fr/politiques-partenariales/le-lab-du-pensio-fablab/,Adelaïde Kissi,04 71 06 66 24 / 06 88 82 68 58,,,,,1 Rue du Pensionnat Notre Dame de France  43000 Le Puy-en-Velay  France,,Puy-en-Velay,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
Formalab,,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,http://formalab.fr,,04.71.09.80.30,,,,,2/4 avenue du Docteur Durand 43000 Le Puy-en-Velay,,Puy-en-Velay,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
Poblab,,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,,Pierre Olivier Bonnet,,,,,,,,Brioude,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
Acolab,,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,https://acolab.fr/,https://acolab.fr/contact/,,,,,,2 Rue du Clos Perret  63100 Clermont-Ferrand,63000,Clermont-Ferrand,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
Sigmake,,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,https://sigmake.jimdofree.com/,Nicolas Blanchard,04 73 28 80 92,,,,,"Plateforme Technologique Mécanique
Campus des Cézeaux - CS 20265",63178,Aubière Cedex,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
Protolab,,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,https://arrieu.wixsite.com/protolab/protolab,Arrieu Flo ,04 73 17 36 10,,,,,25 Rue Kessler  63000 Clermont-Ferrand,,Clermont-Ferrand,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
La Machinerie d'Alex,,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,https://lamachineriedalex.wordpress.com/,Marion Dugenet,07 81 42 01 65,,,,,3 Rue du Collège  63700 Saint-Éloy-les-Mines,,St.Eloy les Mines,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
Hall 32,,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,https://www.hall32.fr/,Luc LETOFFE,,,,,,32 Rue du Clos Four63100 Clermont-Ferrand  France,,Clermont-Ferrand,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
Polytech,,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,,,,,,,,Campus Universitaire des Cézeaux  2 Avenue Blaise Pascal  63100 Aubière  France,,Clermont-Ferrand,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
Ti'Lieu,,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,http://initiative.ovh/,Aude Taddei,06 64 16 57 16,,,,,1 Rue Thimonnier  63100 Clermont-Ferrand  France,,Clermont-Ferrand,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
FabLimagne,,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,https://www.fablimagne.fr,,,,,,,3 Place François Seguin  63350 Maringues  France,,Limagne,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
MakerLab EM Lyon,,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,https://makerslab.em-lyon.com/,Mathieu Geiler,04 78 33 78 00,,,,,23 Avenue Guy de Collongue69130 Écully  France,,Écully,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
Fabrique d'Objets Libres,,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,http://www.fablab-lyon.fr/,,,,,,,36 Bd Edouard Herriot  69800 Saint-Priest,,Lyon,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
La Miète,,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,"http://lamiete.com/
http://www.tactilab.org ","Angèle Van Hamme
",09 53 22 61 07,,,,,150 Rue du 4 Août 178969100 Villeurbanne  France,69100,Villeurbanne,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
Espace fabrique numérique,,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,https://www.cc-montsdulyonnais.fr/espace-fabrique-numerique-mini-fablab,Sandra cernesse ,04.74.70.68.93,,,,,147 Croix Bayard  69930 Saint-Clément-les-Places,69930,St Clément les Places,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
Université de Lyon - Réseau des labs académiques,,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,https://www.universite-lyon.fr/formation/innovations-pedagogiques/reseau-lab-academiques-de-l-universite-de-lyon-130375.kjsp,Xavier Bacher,06 07 97 64 96,,,,,92 Rue Pasteur69007 Lyon  France,,LYON cedex 07,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
Plateforme ID PRO -  lycée polyvalent Aragon Picasso,,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,http://www.plateforme-idpro.fr/category/actualite/,Marc Benbahi,"04 72 49 21 13
06 87 02 16 84",,,,,12 Chemin de la Côté À Cailloux69700 Givors  France,,Givors,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
Fablab Astech sur le campus de la Doua,,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,,,,,,,,,,,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
Le Prototype / Le Local,,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,https://leprototype.info/,"Jean-François JAMBUT
Yannick MARCO",07 69 39 54 85,,,,,17 Rue des Diables Bleus  73000 Chambéry  France,,Chambéry,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
